transaction_date,asset_tag,machine_type,plant_code,failed_A,failed_B,failed_C,failed_parts,severity_score,severity_7,severity_10,severity_11,severity_12,severity_13,severity_14
2024-10-18,AST-3008,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-10-19,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-20,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-21,AST-3008,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-10-22,AST-3008,Belt Conveyor,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-10-23,AST-3008,Belt Conveyor,CHN-02,2,2,0,4,12,1,1,1,1,0,0
2024-10-24,AST-3008,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-10-25,AST-3008,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-10-26,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-27,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,AST-3008,Belt Conveyor,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2024-10-29,AST-3008,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-10-30,AST-3008,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2024-10-31,AST-3008,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-11-01,AST-3008,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-11-02,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-03,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-04,AST-3008,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-11-05,AST-3008,Belt Conveyor,CHN-02,1,3,1,5,11,1,1,1,0,0,0
2024-11-06,AST-3008,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-11-07,AST-3008,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-11-08,AST-3008,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2024-11-09,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-10,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-11,AST-3008,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-11-12,AST-3008,Belt Conveyor,CHN-02,1,3,1,5,11,1,1,1,0,0,0
2024-11-13,AST-3008,Belt Conveyor,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-11-14,AST-3008,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-11-15,AST-3008,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-11-16,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-18,AST-3008,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-11-19,AST-3008,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2024-11-20,AST-3008,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-11-21,AST-3008,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-11-22,AST-3008,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-11-23,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-24,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,AST-3008,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-11-26,AST-3008,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-11-27,AST-3008,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2024-11-28,AST-3008,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-11-29,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-11-30,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-01,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,AST-3008,Belt Conveyor,CHN-02,3,0,0,3,12,1,1,1,1,0,0
2024-12-03,AST-3008,Belt Conveyor,CHN-02,0,0,2,2,2,0,0,0,0,0,0
2024-12-04,AST-3008,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2024-12-05,AST-3008,Belt Conveyor,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2024-12-06,AST-3008,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-12-07,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-08,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,AST-3008,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-12-10,AST-3008,Belt Conveyor,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2024-12-11,AST-3008,Belt Conveyor,CHN-02,1,1,3,5,9,1,0,0,0,0,0
2024-12-12,AST-3008,Belt Conveyor,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2024-12-13,AST-3008,Belt Conveyor,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2024-12-14,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-15,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-16,AST-3008,Belt Conveyor,CHN-02,2,2,0,4,12,1,1,1,1,0,0
2024-12-17,AST-3008,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2024-12-18,AST-3008,Belt Conveyor,CHN-02,0,3,0,3,6,0,0,0,0,0,0
2024-12-19,AST-3008,Belt Conveyor,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2024-12-20,AST-3008,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-12-21,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-22,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-23,AST-3008,Belt Conveyor,CHN-02,0,1,2,3,4,0,0,0,0,0,0
2024-12-24,AST-3008,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2024-12-25,AST-3008,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2024-12-26,AST-3008,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2024-12-27,AST-3008,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2024-12-28,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-29,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-30,AST-3008,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,AST-3008,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2025-01-01,AST-3008,Belt Conveyor,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2022-01-03,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-01-04,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-01-05,AST-3019,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2022-01-06,AST-3019,Belt Conveyor,CHN-02,3,0,1,4,13,1,1,1,1,1,0
2022-01-07,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-01-08,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-09,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-01-11,AST-3019,Belt Conveyor,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2022-01-12,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-01-13,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-01-14,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-15,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-17,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-01-18,AST-3019,Belt Conveyor,CHN-02,1,0,2,3,6,0,0,0,0,0,0
2022-01-19,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-01-20,AST-3019,Belt Conveyor,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2022-01-21,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-01-22,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,AST-3019,Belt Conveyor,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2022-01-25,AST-3019,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2022-01-26,AST-3019,Belt Conveyor,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2022-01-27,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-01-28,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-01-29,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-30,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-02-01,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-02,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-03,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-02-04,AST-3019,Belt Conveyor,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2022-02-05,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-06,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-07,AST-3019,Belt Conveyor,CHN-02,2,2,0,4,12,1,1,1,1,0,0
2022-02-08,AST-3019,Belt Conveyor,CHN-02,0,0,2,2,2,0,0,0,0,0,0
2022-02-09,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-02-10,AST-3019,Belt Conveyor,CHN-02,1,3,0,4,10,1,1,0,0,0,0
2022-02-11,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-02-12,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-13,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-14,AST-3019,Belt Conveyor,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2022-02-15,AST-3019,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2022-02-16,AST-3019,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2022-02-17,AST-3019,Belt Conveyor,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2022-02-18,AST-3019,Belt Conveyor,CHN-02,0,0,2,2,2,0,0,0,0,0,0
2022-02-19,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-20,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-21,AST-3019,Belt Conveyor,CHN-02,2,2,2,6,14,1,1,1,1,1,1
2022-02-22,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-02-23,AST-3019,Belt Conveyor,CHN-02,3,0,0,3,12,1,1,1,1,0,0
2022-02-24,AST-3019,Belt Conveyor,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2022-02-25,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-02-26,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-27,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-03-01,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-02,AST-3019,Belt Conveyor,CHN-02,2,2,0,4,12,1,1,1,1,0,0
2022-03-03,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-03-04,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-03-05,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-06,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-03-08,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-03-09,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-03-10,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,AST-3019,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2022-03-12,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-13,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-14,AST-3019,Belt Conveyor,CHN-02,1,3,1,5,11,1,1,1,0,0,0
2022-03-15,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-03-16,AST-3019,Belt Conveyor,CHN-02,2,2,0,4,12,1,1,1,1,0,0
2022-03-17,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-03-18,AST-3019,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2022-03-19,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,AST-3019,Belt Conveyor,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2022-03-22,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-03-23,AST-3019,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2022-03-24,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-03-25,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-03-26,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-27,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,AST-3019,Belt Conveyor,CHN-02,1,1,1,3,7,1,0,0,0,0,0
2022-03-29,AST-3019,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2022-03-30,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-03-31,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-04-01,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-02,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-03,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-04,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,AST-3019,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2022-04-06,AST-3019,Belt Conveyor,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2022-04-07,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-04-09,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-11,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-04-12,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-04-13,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-04-14,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-04-15,AST-3019,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2022-04-16,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-17,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,AST-3019,Belt Conveyor,CHN-02,3,1,1,5,15,1,1,1,1,1,1
2022-04-19,AST-3019,Belt Conveyor,CHN-02,2,0,1,3,9,1,0,0,0,0,0
2022-04-20,AST-3019,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2022-04-21,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-04-22,AST-3019,Belt Conveyor,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2022-04-23,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-04-26,AST-3019,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2022-04-27,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-04-28,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,AST-3019,Belt Conveyor,CHN-02,2,1,0,3,10,1,1,0,0,0,0
2022-04-30,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-05-03,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,AST-3019,Belt Conveyor,CHN-02,0,2,1,3,5,0,0,0,0,0,0
2022-05-05,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-05-06,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-05-07,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,AST-3019,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2022-05-10,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-05-11,AST-3019,Belt Conveyor,CHN-02,4,0,0,4,16,1,1,1,1,1,1
2022-05-12,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-05-13,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-15,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-17,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-05-18,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-05-19,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-05-20,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-21,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,AST-3019,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2022-05-24,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-05-25,AST-3019,Belt Conveyor,CHN-02,1,2,2,5,10,1,1,0,0,0,0
2022-05-26,AST-3019,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2022-05-27,AST-3019,Belt Conveyor,CHN-02,1,2,1,4,9,1,0,0,0,0,0
2022-05-28,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,AST-3019,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2022-05-31,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-06-01,AST-3019,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2022-06-02,AST-3019,Belt Conveyor,CHN-02,0,0,2,2,2,0,0,0,0,0,0
2022-06-03,AST-3019,Belt Conveyor,CHN-02,0,1,2,3,4,0,0,0,0,0,0
2022-06-04,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,AST-3019,Belt Conveyor,CHN-02,0,1,2,3,4,0,0,0,0,0,0
2022-06-07,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-06-08,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-06-09,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-10,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-11,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,AST-3019,Belt Conveyor,CHN-02,0,1,1,2,3,0,0,0,0,0,0
2022-06-14,AST-3019,Belt Conveyor,CHN-02,1,0,1,2,5,0,0,0,0,0,0
2022-06-15,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-06-16,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-06-18,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,AST-3019,Belt Conveyor,CHN-02,2,2,1,5,13,1,1,1,1,1,0
2022-06-22,AST-3019,Belt Conveyor,CHN-02,0,3,0,3,6,0,0,0,0,0,0
2022-06-23,AST-3019,Belt Conveyor,CHN-02,2,0,0,2,8,1,0,0,0,0,0
2022-06-24,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-06-25,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-06-28,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-06-29,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-06-30,AST-3019,Belt Conveyor,CHN-02,0,0,1,1,1,0,0,0,0,0,0
2022-07-01,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-07-02,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-04,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-07-05,AST-3019,Belt Conveyor,CHN-02,0,1,0,1,2,0,0,0,0,0,0
2022-07-06,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-07,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-07-08,AST-3019,Belt Conveyor,CHN-02,3,2,2,7,18,1,1,1,1,1,1
2022-07-09,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,AST-3019,Belt Conveyor,CHN-02,2,2,2,6,14,1,1,1,1,1,1
2022-07-12,AST-3019,Belt Conveyor,CHN-02,2,1,1,4,11,1,1,1,0,0,0
2022-07-13,AST-3019,Belt Conveyor,CHN-02,1,1,0,2,6,0,0,0,0,0,0
2022-07-14,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-07-15,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,AST-3019,Belt Conveyor,CHN-02,1,2,0,3,8,1,0,0,0,0,0
2022-07-19,AST-3019,Belt Conveyor,CHN-02,0,3,0,3,6,0,0,0,0,0,0
2022-07-20,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-07-21,AST-3019,Belt Conveyor,CHN-02,1,0,0,1,4,0,0,0,0,0,0
2022-07-22,AST-3019,Belt Conveyor,CHN-02,0,2,0,2,4,0,0,0,0,0,0
2022-07-23,AST-3019,Belt Conveyor,CHN-02,0,0,0,0,0,0,0,0,0,0,0
