transaction_date,asset_tag,machine_type,cluster,anomaly_score,고장표시참고율,temp_bearing_degC,temp_motor_degC,vibration_h_mms,vibration_v_mms,oil_pressure_bar,load_pct,shaft_rpm,power_consumption_kw
2023-04-26,AST-1042,CNC Lathe,1,1.8521292767376514,0.0,66.8,74.5,2.582,1.921,4.95,78.9,1816,14.77
2023-04-27,AST-1042,CNC Lathe,1,1.9808981952971976,0.15,67.7,78.4,2.38,1.707,4.75,84.2,1826,15.17
2023-04-28,AST-1042,CNC Lathe,1,2.218333377759433,0.05,67.6,76.3,2.907,2.159,4.91,79.9,1822,13.27
2023-04-29,AST-1042,CNC Lathe,0,2.1566686984728527,0.0,65.2,76.4,2.393,2.068,5.01,72.0,1718,14.23
2023-04-30,AST-1042,CNC Lathe,0,2.0339981872049253,0.0,64.4,75.3,2.582,1.821,4.81,67.7,1723,12.07
2023-05-01,AST-1042,CNC Lathe,1,2.039033498552175,0.05,68.3,77.1,2.344,2.209,4.73,76.7,1822,14.3
2023-05-02,AST-1042,CNC Lathe,1,1.6876745570047338,0.15,65.8,74.9,2.654,1.864,4.55,87.8,1829,15.63
2023-05-03,AST-1042,CNC Lathe,1,1.7934114996089605,0.2,69.4,76.1,2.389,1.84,4.78,84.2,1814,14.99
2023-05-04,AST-1042,CNC Lathe,1,2.1773187201818973,0.15,64.9,77.9,2.64,2.094,4.63,81.6,1825,14.27
2023-05-05,AST-1042,CNC Lathe,1,2.893295034995308,0.1,66.5,75.1,6.55,4.854,4.73,81.0,1828,15.74
2023-05-06,AST-1042,CNC Lathe,0,2.309181914288864,0.0,67.9,76.9,2.373,2.056,4.65,76.3,1690,15.06
2023-05-07,AST-1042,CNC Lathe,0,1.783153465470109,0.0,66.5,73.8,2.323,1.851,4.87,73.2,1710,13.56
2023-05-08,AST-1042,CNC Lathe,1,1.644876854420107,0.05,66.3,77.9,2.714,1.994,4.55,86.8,1791,15.63
2023-05-09,AST-1042,CNC Lathe,1,2.3186658342291437,0.0,67.8,79.5,2.346,2.034,4.59,80.8,1827,13.59
2023-05-10,AST-1042,CNC Lathe,1,1.9867637442716863,0.1,67.6,78.6,2.201,1.447,4.57,83.0,1815,15.99
2023-05-11,AST-1042,CNC Lathe,1,1.373773855491964,0.05,67.4,74.8,2.684,1.9,4.63,84.2,1824,15.04
2023-05-12,AST-1042,CNC Lathe,1,2.0156958416708592,0.05,66.6,78.4,2.53,2.01,4.71,80.9,1791,14.07
2023-05-13,AST-1042,CNC Lathe,0,1.9367961359086383,0.0,66.3,78.4,2.404,1.963,4.84,70.8,1731,13.12
2023-05-14,AST-1042,CNC Lathe,0,3.3056088322006225,0.0,65.5,79.6,5.985,4.553,4.77,69.1,1684,12.51
2023-05-15,AST-1042,CNC Lathe,1,2.313053517835329,0.15,70.7,78.4,2.764,2.047,4.77,84.2,1827,14.36
2023-05-16,AST-1042,CNC Lathe,0,2.1947620020740692,0.3,66.9,74.8,2.487,1.815,4.87,78.2,1784,13.36
2023-05-17,AST-1042,CNC Lathe,1,1.8838806225400562,0.1,67.4,78.5,2.327,1.971,4.81,84.8,1802,15.96
2023-05-18,AST-1042,CNC Lathe,1,1.9451486277150432,0.15,67.2,80.1,2.438,1.876,4.43,83.9,1813,15.0
2023-05-19,AST-1042,CNC Lathe,1,1.7214561284236225,0.1,69.8,77.2,2.723,1.868,4.59,82.1,1815,15.6
2023-05-20,AST-1042,CNC Lathe,0,2.256947813014641,0.0,64.8,77.6,2.499,1.688,4.88,72.7,1692,13.57
2023-05-21,AST-1042,CNC Lathe,0,1.7550629011758276,0.0,66.9,74.4,2.294,2.023,4.83,69.9,1713,13.76
2023-05-22,AST-1042,CNC Lathe,1,2.2203940289571826,0.05,67.3,77.8,2.363,1.629,4.94,80.5,1802,14.22
2023-05-23,AST-1042,CNC Lathe,1,1.172662070794201,0.05,66.3,74.2,2.766,2.129,4.47,84.7,1817,15.86
2023-05-24,AST-1042,CNC Lathe,1,1.424162053292575,0.1,67.1,76.6,2.558,2.189,4.63,84.9,1789,16.21
2023-05-25,AST-1042,CNC Lathe,1,1.6964095006445568,0.15,68.1,77.4,2.757,2.176,4.73,81.0,1816,14.49
2023-05-26,AST-1042,CNC Lathe,1,1.6719900888781216,0.1,66.7,76.9,2.786,1.938,4.81,80.7,1807,15.84
2023-05-27,AST-1042,CNC Lathe,0,1.9610617599686742,0.0,67.0,73.9,2.366,1.571,4.8,70.5,1726,11.71
2023-05-28,AST-1042,CNC Lathe,0,2.0468759780436203,0.0,68.7,75.0,2.667,2.374,4.87,69.2,1733,12.14
2023-05-29,AST-1042,CNC Lathe,1,1.9403994625591348,0.15,68.7,79.1,2.692,1.811,4.62,88.1,1796,14.94
2023-05-30,AST-1042,CNC Lathe,1,1.9542435821515507,0.15,66.4,77.8,2.674,1.895,4.93,83.9,1796,14.93
2023-05-31,AST-1042,CNC Lathe,1,2.245014044572503,0.1,67.0,77.9,2.048,1.611,4.99,82.9,1818,15.2
2023-06-01,AST-1042,CNC Lathe,1,1.9304020829764839,0.0,67.4,78.4,2.314,1.691,4.63,79.5,1817,15.38
2023-06-02,AST-1042,CNC Lathe,1,1.7651636292673905,0.05,67.9,77.7,2.398,1.913,4.7,85.4,1823,15.67
2023-06-03,AST-1042,CNC Lathe,0,2.3111535231364675,0.0,66.9,77.8,2.352,1.47,4.92,69.0,1713,12.29
2023-06-04,AST-1042,CNC Lathe,0,2.1454455547685303,0.0,67.1,74.3,2.459,1.802,4.89,68.9,1718,11.5
2023-06-05,AST-1042,CNC Lathe,1,2.439157797591661,0.1,70.5,81.2,2.67,2.138,4.63,85.5,1773,14.85
2023-06-06,AST-1042,CNC Lathe,1,1.8786454593314756,0.15,68.3,79.8,2.687,2.152,4.75,84.2,1797,15.82
2023-06-07,AST-1042,CNC Lathe,0,1.996838829853651,0.25,66.0,76.1,2.324,1.628,4.56,74.0,1785,14.4
2023-06-08,AST-1042,CNC Lathe,1,1.89417622051226,0.1,69.6,77.4,2.767,1.871,4.75,82.3,1822,14.88
2023-06-09,AST-1042,CNC Lathe,1,1.7455345081621516,0.15,69.8,78.4,3.06,2.337,4.51,83.2,1777,16.37
2023-06-10,AST-1042,CNC Lathe,0,2.148279333503871,0.0,67.3,77.0,2.36,1.508,4.87,69.9,1727,12.18
2023-06-11,AST-1042,CNC Lathe,0,1.659321421213191,0.0,66.9,78.0,2.304,1.985,4.63,71.7,1731,12.95
2023-06-12,AST-1042,CNC Lathe,1,2.1153595647360786,0.1,68.4,75.1,2.357,1.799,4.82,76.5,1798,13.9
2023-06-13,AST-1042,CNC Lathe,1,2.3658594348086597,0.0,67.1,77.2,2.508,1.741,4.85,72.9,1810,14.71
2023-06-14,AST-1042,CNC Lathe,1,1.9468250540322716,0.05,65.6,74.4,2.434,1.614,4.81,79.4,1805,14.79
2023-06-15,AST-1042,CNC Lathe,2,3.5305334344739854,0.05,69.2,78.0,7.277,5.331,4.63,83.8,1812,14.06
2023-06-16,AST-1042,CNC Lathe,1,2.9053680682429137,0.05,68.4,78.6,2.108,1.269,4.77,71.5,1811,13.99
2023-06-17,AST-1042,CNC Lathe,0,2.3346349633512165,0.0,68.7,73.8,2.688,2.115,4.97,68.2,1695,14.09
2023-06-18,AST-1042,CNC Lathe,0,2.004217728451371,0.0,65.7,73.0,2.709,1.871,4.73,64.4,1721,11.72
2023-06-19,AST-1042,CNC Lathe,1,1.8682702590041287,0.1,68.7,78.4,3.0,2.33,4.76,82.0,1825,14.44
2023-06-20,AST-1042,CNC Lathe,1,2.520629134754269,0.1,69.5,81.3,2.75,2.17,4.52,89.7,1788,17.28
2023-06-21,AST-1042,CNC Lathe,1,2.145784500758435,0.15,68.5,78.6,2.355,1.959,4.91,82.0,1788,16.75
2023-06-22,AST-1042,CNC Lathe,2,2.70246134679275,0.25,62.4,68.5,9.493,7.17,4.76,82.4,1787,15.93
2023-06-23,AST-1042,CNC Lathe,2,2.513736539062509,0.2,63.0,69.5,9.654,7.466,4.57,85.7,1825,14.56
2023-06-24,AST-1042,CNC Lathe,0,2.85940307750935,0.0,62.1,71.8,1.102,1.104,4.8,71.2,1734,13.78
2023-06-25,AST-1042,CNC Lathe,0,1.8507551088592848,0.0,68.2,74.6,2.53,1.949,4.76,70.4,1701,13.34
2023-06-26,AST-1042,CNC Lathe,1,2.2897924153360183,0.25,70.4,78.9,2.789,2.156,4.89,86.0,1827,15.15
2023-06-27,AST-1042,CNC Lathe,1,1.770332209026342,0.05,67.9,78.8,3.126,2.233,4.7,84.5,1816,16.66
2023-06-28,AST-1042,CNC Lathe,1,1.5722244469096314,0.1,68.5,77.7,2.608,1.759,4.51,83.8,1794,15.86
2023-06-29,AST-1042,CNC Lathe,1,2.3383783001511924,0.05,68.1,80.9,2.273,1.961,4.83,82.3,1820,16.28
2023-06-30,AST-1042,CNC Lathe,1,2.334647182092547,0.15,67.9,79.0,2.574,2.051,5.03,81.6,1825,14.25
2023-07-01,AST-1042,CNC Lathe,0,2.2556016820269877,0.0,65.9,78.9,2.447,1.973,4.98,74.3,1732,14.07
2023-07-02,AST-1042,CNC Lathe,0,1.9961604330470808,0.0,67.5,77.8,2.343,1.639,4.63,70.0,1708,12.23
2023-07-03,AST-1042,CNC Lathe,1,1.899427734822169,0.15,69.7,78.8,2.759,2.394,4.62,87.1,1783,16.31
2023-07-04,AST-1042,CNC Lathe,1,1.978005342701404,0.05,68.2,77.5,2.274,1.66,4.79,79.1,1780,15.82
2023-07-05,AST-1042,CNC Lathe,1,1.9772843262346675,0.05,69.3,78.7,2.716,1.876,4.64,87.8,1820,15.11
2023-07-06,AST-1042,CNC Lathe,1,2.136719448726016,0.15,69.4,79.7,2.806,1.99,4.77,84.5,1814,14.53
2023-07-07,AST-1042,CNC Lathe,1,1.7875760151772868,0.05,70.2,76.9,2.939,2.518,4.75,79.4,1813,15.46
2023-07-08,AST-1042,CNC Lathe,0,2.2613272977853374,0.0,67.3,79.5,2.584,1.716,4.66,72.9,1682,13.48
2023-07-09,AST-1042,CNC Lathe,0,1.8558180871458072,0.0,66.0,75.2,2.719,1.889,4.94,68.9,1738,13.68
2023-07-10,AST-1042,CNC Lathe,1,1.760231332545825,0.1,68.7,78.8,2.517,2.468,4.57,82.9,1776,14.69
2023-07-11,AST-1042,CNC Lathe,1,2.092557731572015,0.3,70.9,77.9,2.531,2.086,4.66,81.1,1805,15.04
2023-07-12,AST-1042,CNC Lathe,1,1.5364061304264738,0.05,67.4,77.7,2.96,2.073,4.58,82.3,1827,15.78
2023-07-13,AST-1042,CNC Lathe,1,2.7297903572432984,0.25,70.0,82.2,2.326,1.528,4.77,86.1,1784,16.1
2023-07-14,AST-1042,CNC Lathe,1,2.3077593563327183,0.3,70.5,78.1,2.551,1.579,4.72,84.6,1801,14.22
2023-07-15,AST-1042,CNC Lathe,0,2.2185505420870157,0.0,64.5,75.7,2.726,2.064,4.93,67.2,1731,14.69
2023-07-16,AST-1042,CNC Lathe,0,1.9428930434790033,0.0,67.9,75.2,2.394,1.941,4.68,67.4,1696,12.64
2023-07-17,AST-1042,CNC Lathe,1,1.9631403577553186,0.15,69.8,78.7,2.572,2.233,4.53,83.8,1776,14.42
2023-07-18,AST-1042,CNC Lathe,1,1.8818412264860087,0.1,68.8,78.6,2.581,1.557,4.65,84.0,1799,15.79
2023-07-19,AST-1042,CNC Lathe,1,1.7063533953120331,0.05,68.0,76.5,2.635,1.711,4.76,80.4,1818,15.23
2023-07-20,AST-1042,CNC Lathe,1,2.0183601354544347,0.2,68.8,78.7,2.973,2.206,4.66,88.4,1805,17.14
2023-07-21,AST-1042,CNC Lathe,1,1.8148167732254321,0.1,68.9,79.9,2.901,2.733,4.43,85.7,1797,16.59
2023-07-22,AST-1042,CNC Lathe,0,2.077869089942182,0.0,67.3,78.0,2.473,2.032,4.87,68.9,1718,12.58
2023-07-23,AST-1042,CNC Lathe,0,4.364306787759122,0.0,67.0,76.5,7.526,5.719,4.66,68.6,1683,11.31
2023-07-24,AST-1042,CNC Lathe,1,1.7477071890107803,0.1,68.5,78.6,2.714,1.79,4.66,82.0,1791,15.54
2023-07-25,AST-1042,CNC Lathe,1,2.5211165371667272,0.15,70.3,77.9,2.84,1.706,4.94,81.6,1823,13.79
2023-07-26,AST-1042,CNC Lathe,1,1.969839915349786,0.1,68.0,78.5,2.435,1.834,4.33,87.2,1793,17.1
2023-07-27,AST-1042,CNC Lathe,1,1.6100759666716855,0.15,67.3,77.7,3.116,2.317,4.72,86.2,1828,15.37
2023-07-28,AST-1042,CNC Lathe,1,1.8809669712436514,0.1,70.5,76.3,2.698,1.97,4.79,82.9,1803,15.85
2023-07-29,AST-1042,CNC Lathe,0,1.9915820427466284,0.0,67.9,76.2,1.843,1.306,4.67,73.5,1736,13.07
2023-07-30,AST-1042,CNC Lathe,0,1.8738538852998412,0.0,67.7,78.7,2.952,2.064,4.73,74.0,1718,13.3
2023-07-31,AST-1042,CNC Lathe,1,2.0253559780424935,0.1,69.0,78.0,2.647,1.79,4.92,83.0,1795,14.72
2023-08-01,AST-1042,CNC Lathe,1,2.2077672882892747,0.15,69.5,78.3,2.562,2.2,5.01,84.2,1826,16.15
2023-08-02,AST-1042,CNC Lathe,1,2.0002577084694524,0.05,68.7,78.4,2.519,1.712,4.86,84.9,1786,15.21
2023-08-03,AST-1042,CNC Lathe,1,2.4720402136471398,0.15,69.9,80.8,2.776,2.027,4.99,84.5,1793,16.25
2023-08-04,AST-1042,CNC Lathe,1,1.8576688272353918,0.2,67.7,76.9,2.392,1.786,4.69,80.1,1814,14.34
2023-08-05,AST-1042,CNC Lathe,0,1.6509918071160534,0.0,67.4,77.0,2.335,1.892,4.56,68.8,1733,12.54
2023-08-06,AST-1042,CNC Lathe,0,2.109390924455217,0.0,65.2,76.7,2.358,1.598,4.79,70.1,1691,13.0
2023-08-07,AST-1042,CNC Lathe,1,2.3305660094984013,0.15,70.3,78.4,2.546,2.105,4.91,80.3,1830,14.98
2023-08-08,AST-1042,CNC Lathe,2,1.705975819028414,0.35,68.4,78.3,10.049,7.421,4.52,77.6,1796,13.63
2023-08-09,AST-1042,CNC Lathe,1,1.9636043780173036,0.15,70.2,79.1,2.892,2.137,4.56,85.2,1790,16.32
2023-08-10,AST-1042,CNC Lathe,1,2.027356069724801,0.15,69.9,80.1,2.734,2.379,4.6,84.0,1777,15.33
2023-08-11,AST-1042,CNC Lathe,1,2.170117087355511,0.1,69.4,78.0,2.694,1.827,4.85,78.1,1771,14.89
2023-08-12,AST-1042,CNC Lathe,0,2.169666259470291,0.0,67.9,79.5,2.656,2.136,4.83,70.3,1714,12.99
2023-08-13,AST-1042,CNC Lathe,0,1.8265323875059094,0.0,68.4,76.9,2.483,2.063,4.68,70.5,1716,13.51
2023-08-14,AST-1042,CNC Lathe,1,1.658912825399303,0.05,68.1,76.3,2.407,1.867,4.76,83.4,1775,15.11
2023-08-15,AST-1042,CNC Lathe,1,2.0414092495633467,0.2,67.4,79.1,3.061,2.273,4.63,79.0,1825,13.99
2023-08-16,AST-1042,CNC Lathe,1,1.826497434933162,0.1,68.6,78.6,2.831,2.549,4.73,78.1,1803,14.78
2023-08-17,AST-1042,CNC Lathe,1,1.6369137562675518,0.2,68.6,79.1,3.082,2.309,4.52,84.6,1773,15.26
2023-08-18,AST-1042,CNC Lathe,1,2.1113823395976636,0.1,70.4,77.5,2.852,2.18,4.78,77.4,1821,15.49
2023-08-19,AST-1042,CNC Lathe,0,1.9411599594686637,0.0,68.4,73.7,2.394,1.728,4.68,70.3,1692,13.06
2023-08-20,AST-1042,CNC Lathe,0,2.2142335689264483,0.0,67.1,73.9,1.919,1.469,4.9,70.0,1721,11.85
2023-08-21,AST-1042,CNC Lathe,1,2.3012317986758015,0.3,68.8,81.1,2.348,1.954,4.75,82.4,1811,14.77
2023-08-22,AST-1042,CNC Lathe,1,1.841323511318138,0.0,69.5,78.0,2.831,2.068,4.69,83.7,1819,14.68
2023-08-23,AST-1042,CNC Lathe,1,2.8018699464771086,0.2,69.7,81.0,2.704,1.606,4.9,88.4,1819,17.21
2023-08-24,AST-1042,CNC Lathe,1,2.0111100362324255,0.3,69.0,75.5,2.491,1.971,4.86,77.2,1830,14.9
2023-08-25,AST-1042,CNC Lathe,1,2.1709598294151493,0.15,69.6,77.6,2.076,1.342,4.63,85.9,1775,15.84
2023-08-26,AST-1042,CNC Lathe,0,2.401605022238904,0.0,65.5,76.7,2.416,1.96,4.71,62.3,1702,11.77
2023-08-27,AST-1042,CNC Lathe,0,1.9162796303311085,0.0,66.0,77.6,2.313,1.735,4.62,76.0,1702,13.99
2023-08-28,AST-1042,CNC Lathe,1,2.169880445872289,0.15,68.1,78.5,2.399,1.988,4.79,75.7,1792,14.68
2023-08-29,AST-1042,CNC Lathe,1,2.693510654775612,0.25,70.8,80.0,2.982,2.047,4.62,91.3,1784,17.31
2023-08-30,AST-1042,CNC Lathe,1,1.7685381212641975,0.0,68.7,78.2,2.394,1.688,4.48,81.4,1784,15.63
2023-08-31,AST-1042,CNC Lathe,1,2.3585658484709726,0.15,71.2,78.4,2.489,1.799,4.45,87.3,1828,16.0
2023-09-01,AST-1042,CNC Lathe,1,1.8413398680725126,0.15,69.6,77.5,2.761,1.774,4.59,86.6,1824,15.52
2023-09-02,AST-1042,CNC Lathe,0,2.1757351554052957,0.0,69.5,78.9,2.73,2.27,4.63,69.6,1721,13.41
2023-09-03,AST-1042,CNC Lathe,0,2.5938532170094692,0.0,69.3,79.2,2.415,1.486,4.8,69.9,1713,14.17
2023-09-04,AST-1042,CNC Lathe,1,3.08662506303856,0.2,70.2,76.8,6.34,4.974,4.83,79.9,1799,15.66
2023-09-05,AST-1042,CNC Lathe,1,1.9380422772997508,0.0,68.1,77.5,2.386,1.874,4.67,85.6,1811,17.09
2023-09-06,AST-1042,CNC Lathe,1,2.122615531952186,0.15,69.1,78.0,2.292,1.679,4.85,81.3,1822,15.17
2023-09-07,AST-1042,CNC Lathe,1,2.449856389336819,0.05,70.4,78.8,2.255,1.76,4.71,79.9,1796,14.01
2023-09-08,AST-1042,CNC Lathe,1,2.0855535362593685,0.05,69.7,78.8,2.284,1.777,4.7,84.7,1802,14.96
2023-09-09,AST-1042,CNC Lathe,0,3.5147655149118027,0.0,68.4,77.3,6.802,5.021,4.65,68.0,1735,13.68
2023-09-10,AST-1042,CNC Lathe,0,2.164434014378536,0.0,66.3,76.7,2.278,1.768,4.84,70.0,1735,11.46
2023-09-11,AST-1042,CNC Lathe,1,2.521983928519521,0.1,71.5,78.6,2.329,1.893,4.75,83.2,1784,16.59
2023-09-12,AST-1042,CNC Lathe,1,2.3863680776498217,0.25,68.0,82.0,2.746,1.87,4.61,80.6,1784,14.27
2023-09-13,AST-1042,CNC Lathe,1,1.7453648594805042,0.15,66.6,77.7,2.864,2.217,4.75,81.1,1782,16.54
2023-09-14,AST-1042,CNC Lathe,1,2.502288454479971,0.05,69.3,82.0,3.007,1.73,4.63,88.2,1771,16.26
2023-09-15,AST-1042,CNC Lathe,1,2.247487179957916,0.05,66.2,80.8,2.891,1.782,4.8,82.1,1812,15.76
2023-09-16,AST-1042,CNC Lathe,0,2.272474682692418,0.0,66.6,77.5,2.296,1.835,4.85,69.9,1706,14.84
2023-09-17,AST-1042,CNC Lathe,0,2.704775910376517,0.0,71.0,74.0,2.604,1.869,4.69,70.5,1681,12.78
2023-09-18,AST-1042,CNC Lathe,1,1.9252740789971257,0.05,68.9,79.0,2.826,1.949,4.82,84.4,1782,15.34
2023-09-19,AST-1042,CNC Lathe,1,2.0925506445407023,0.15,67.1,77.4,2.521,1.88,4.88,79.2,1802,14.09
2023-09-20,AST-1042,CNC Lathe,1,2.8202790143056986,0.2,63.7,73.3,1.341,0.927,4.6,84.3,1820,14.79
2023-09-21,AST-1042,CNC Lathe,1,2.5358709931703993,0.15,64.1,71.5,1.561,0.973,4.55,83.7,1810,15.22
2023-09-22,AST-1042,CNC Lathe,0,3.205229068137582,0.1,63.8,73.3,0.971,0.401,4.7,76.5,1802,13.72
2023-09-23,AST-1042,CNC Lathe,0,2.207708939749922,0.0,67.5,79.4,2.715,1.643,4.58,77.4,1691,13.32
2023-09-24,AST-1042,CNC Lathe,0,2.458250126890709,0.0,68.8,79.5,2.986,2.387,4.83,76.2,1697,13.94
2023-09-25,AST-1042,CNC Lathe,1,1.9039989501612522,0.25,67.5,77.7,2.943,2.122,4.98,80.0,1817,15.16
2023-09-26,AST-1042,CNC Lathe,1,2.742918422749067,0.2,71.9,76.5,2.807,2.299,5.01,78.9,1817,13.88
2023-09-27,AST-1042,CNC Lathe,1,1.9828567147096003,0.05,69.8,79.3,2.719,1.953,4.56,83.6,1822,15.34
2023-09-28,AST-1042,CNC Lathe,1,2.310422717820824,0.0,68.4,80.5,2.612,2.03,4.92,77.8,1802,15.52
2023-09-29,AST-1042,CNC Lathe,1,2.128908688832902,0.2,69.2,79.5,2.387,1.765,4.66,87.6,1786,15.07
2023-09-30,AST-1042,CNC Lathe,0,1.7624956182837692,0.0,67.1,77.3,2.324,1.752,4.44,69.5,1710,14.4
2023-10-01,AST-1042,CNC Lathe,0,1.928867817237518,0.0,67.6,77.4,2.421,1.834,4.75,76.8,1734,13.67
2023-10-02,AST-1042,CNC Lathe,1,1.655209982243058,0.1,67.8,77.4,2.803,2.013,4.73,79.9,1781,14.95
2023-10-03,AST-1042,CNC Lathe,1,2.5208478760546793,0.35,71.0,79.5,2.926,1.949,4.93,82.4,1821,16.27
2023-10-04,AST-1042,CNC Lathe,1,3.866414794405475,0.0,68.8,79.1,7.18,5.538,4.52,87.2,1830,17.41
2023-10-05,AST-1042,CNC Lathe,1,1.892308767788654,0.3,66.4,79.0,2.978,2.553,4.85,81.7,1820,15.49
2023-10-06,AST-1042,CNC Lathe,1,1.7900673969795657,0.1,67.7,79.5,2.727,2.377,4.71,83.8,1810,14.94
2023-10-07,AST-1042,CNC Lathe,0,2.244832221661779,0.0,69.4,77.9,2.358,1.658,4.58,75.0,1704,13.24
2023-10-08,AST-1042,CNC Lathe,0,1.8656855694351486,0.0,67.3,77.4,2.523,1.746,4.71,69.2,1732,12.34
2023-10-09,AST-1042,CNC Lathe,1,2.1303898182446535,0.25,68.4,76.6,2.465,1.738,5.03,78.4,1779,16.01
2023-10-10,AST-1042,CNC Lathe,1,2.1035240457762043,0.15,69.9,76.4,2.804,2.067,4.77,77.7,1816,14.07
2023-10-11,AST-1042,CNC Lathe,1,1.883599420726981,0.15,68.2,78.8,2.636,1.966,4.84,84.8,1794,15.96
2023-10-12,AST-1042,CNC Lathe,1,2.138195057595086,0.15,69.9,78.7,2.694,1.821,4.84,84.2,1800,14.74
2023-10-13,AST-1042,CNC Lathe,1,1.6502132517693373,0.2,68.5,78.3,2.921,1.895,4.6,86.5,1798,15.08
2023-10-14,AST-1042,CNC Lathe,0,2.1756589022414548,0.0,68.4,77.0,2.367,1.785,4.61,70.2,1680,13.0
2023-10-15,AST-1042,CNC Lathe,0,2.06932649338491,0.0,66.8,77.4,2.745,1.353,4.63,66.1,1740,11.97
2023-10-16,AST-1042,CNC Lathe,1,2.8401808834300715,0.05,67.8,79.0,2.269,1.682,5.02,74.6,1810,13.59
2023-10-17,AST-1042,CNC Lathe,1,2.836482584190096,0.15,70.9,82.1,2.903,1.988,4.56,92.8,1806,15.99
2023-10-18,AST-1042,CNC Lathe,1,1.591884926877748,0.15,70.0,76.8,2.706,2.186,4.44,84.6,1776,15.6
2023-10-19,AST-1042,CNC Lathe,1,1.717605759551772,0.15,68.7,76.8,2.92,2.4,4.86,83.3,1817,16.65
2023-10-20,AST-1042,CNC Lathe,1,1.782124723591931,0.2,68.4,78.2,2.376,1.997,4.45,83.8,1828,14.82
2023-10-21,AST-1042,CNC Lathe,0,2.2357817777442714,0.0,69.1,76.1,2.126,1.525,4.67,66.1,1729,12.95
2023-10-22,AST-1042,CNC Lathe,0,2.9704945636237543,0.0,68.1,75.9,2.724,1.816,4.81,68.4,1695,9.87
2023-10-23,AST-1042,CNC Lathe,1,2.2441440972933844,0.2,69.0,78.5,2.686,1.852,5.0,88.9,1781,15.81
2023-10-24,AST-1042,CNC Lathe,1,1.9263506845995693,0.2,68.2,78.3,2.716,2.095,4.82,85.1,1792,14.22
2023-10-25,AST-1042,CNC Lathe,1,2.204408616560296,0.1,69.7,78.7,2.515,1.557,4.72,80.1,1771,15.81
2023-10-26,AST-1042,CNC Lathe,1,1.4652362041684528,0.1,68.5,75.7,2.89,2.446,4.8,78.5,1803,15.23
2023-10-27,AST-1042,CNC Lathe,1,2.5057829001257277,0.05,68.4,81.6,2.767,2.009,4.92,81.0,1797,14.16
2023-10-28,AST-1042,CNC Lathe,0,2.1303576352083193,0.0,67.6,76.5,2.622,2.066,5.01,70.0,1710,13.19
2023-10-29,AST-1042,CNC Lathe,1,2.58156293104273,0.0,68.7,79.2,2.369,1.421,4.76,78.3,1740,15.45
2023-10-30,AST-1042,CNC Lathe,1,1.6448707320111184,0.05,68.6,77.4,2.834,1.94,4.72,82.1,1809,16.28
2023-10-31,AST-1042,CNC Lathe,1,2.3529212369957984,0.05,69.7,78.6,2.419,1.433,4.67,78.6,1795,14.22
2023-11-01,AST-1042,CNC Lathe,1,2.4718505258541956,0.0,70.2,78.4,2.551,2.117,4.85,82.6,1817,13.51
2023-11-02,AST-1042,CNC Lathe,1,2.292229269071817,0.1,69.4,79.7,2.389,1.759,4.88,83.7,1792,14.77
2023-11-03,AST-1042,CNC Lathe,1,1.8102472337395212,0.15,69.8,77.3,2.627,2.084,4.51,78.3,1816,15.1
2023-11-04,AST-1042,CNC Lathe,0,2.2030171097755837,0.0,67.6,79.0,2.863,2.16,4.74,72.5,1736,15.1
2023-11-05,AST-1042,CNC Lathe,0,1.6725940807643294,0.0,68.7,74.9,2.689,2.11,4.62,75.4,1735,13.9
2023-11-06,AST-1042,CNC Lathe,1,2.1422248385083886,0.1,69.8,79.7,2.617,1.895,4.75,83.3,1801,14.92
2023-11-07,AST-1042,CNC Lathe,1,1.8913922525456803,0.1,69.5,78.0,2.717,1.997,4.61,80.0,1798,16.72
2023-11-08,AST-1042,CNC Lathe,1,1.474047022943697,0.15,69.4,76.4,2.727,2.027,4.58,81.0,1794,15.3
2023-11-09,AST-1042,CNC Lathe,1,2.7653223371217486,0.15,68.7,80.2,2.671,2.085,4.97,77.0,1802,13.26
2023-11-10,AST-1042,CNC Lathe,1,2.4876810013612487,0.1,70.8,80.9,2.764,2.159,4.73,82.3,1827,15.14
2023-11-11,AST-1042,CNC Lathe,0,1.579526337785106,0.0,66.8,73.5,2.339,2.317,4.79,72.2,1733,14.16
2023-11-12,AST-1042,CNC Lathe,0,1.8777169549309711,0.0,66.8,76.2,2.576,2.268,4.86,68.0,1716,12.52
2023-11-13,AST-1042,CNC Lathe,1,2.646365987549433,0.1,68.9,80.2,2.37,1.422,4.75,89.6,1787,17.21
2023-11-14,AST-1042,CNC Lathe,1,1.775754226128153,0.15,68.2,79.2,2.906,2.151,4.62,85.6,1792,14.55
2023-11-15,AST-1042,CNC Lathe,0,2.3867351840044257,0.05,65.4,79.4,2.378,1.702,4.74,76.5,1785,13.01
2023-11-16,AST-1042,CNC Lathe,1,2.389107043148432,0.25,69.4,79.1,2.95,2.468,4.74,76.6,1781,13.58
2023-11-17,AST-1042,CNC Lathe,1,2.4476204102762162,0.1,66.8,77.9,2.078,1.495,4.96,79.4,1770,14.46
2023-11-18,AST-1042,CNC Lathe,0,2.343037644592891,0.0,67.9,80.5,3.076,2.4,4.79,76.6,1727,14.45
2023-11-19,AST-1042,CNC Lathe,0,2.746077858123577,0.0,65.7,78.1,5.969,4.009,4.75,74.3,1725,14.25
